time,remain,height,speed,pressure,longitude,latitude,attackAngle,sideslipAngle,dipAngle,heading,ballistic,heatFlow,FXGZ
446,7084709.711,59925.4196,7100.5098,7669.6694,168.189,73.1113,18.4289,0,-68.1114,-123.6075,-0.0752,1225.112,0.5266
446.5,7081211.394,59920.7598,7099.6432,7672.2808,168.0985,73.0938,18.4286,0,-68.0933,-123.7123,-0.0752,1224.999,0.5268
447,7077713.42,59916.1046,7098.7763,7674.8877,168.0083,73.0762,18.4284,0,-68.0812,-123.8169,-0.0751,1224.8855,0.527
447.5,7074215.791,59911.454,7097.9092,7677.4901,167.9182,73.0586,18.4281,0,-68.0632,-123.9212,-0.075,1224.7714,0.5271
448,7070718.506,59906.8079,7097.0417,7680.088,167.8284,73.041,18.428,0,-68.0512,-124.0254,-0.075,1224.6567,0.5273
448.5,7067221.566,59902.1663,7096.1738,7682.6815,167.7387,73.0233,18.4277,0,-68.033,-124.1294,-0.0749,1224.5415,0.5275
449,7063724.971,59897.5293,7095.3057,7685.2705,167.6493,73.0055,18.4275,0,-68.0208,-124.2331,-0.0749,1224.4257,0.5277
449.5,7060228.721,59892.8967,7094.4373,7687.8551,167.5601,72.9877,18.4272,0,-68.0027,-124.3367,-0.0748,1224.3094,0.5279
450,7056732.817,59888.2686,7093.5686,7690.4353,167.4711,72.9699,18.427,0,-67.9906,-124.44,-0.0747,1224.1924,0.5281
450.5,7053237.259,59883.645,7092.6996,7693.0111,167.3823,72.952,18.4268,0,-67.9723,-124.5432,-0.0747,1224.075,0.5283
451,7049742.047,59879.0258,7091.8303,7695.5826,167.2938,72.9341,18.4266,0,-67.9601,-124.6461,-0.0746,1223.9569,0.5284
451.5,7046247.181,59874.411,7090.9607,7698.1497,167.2054,72.9162,18.4263,0,-67.9418,-124.7489,-0.0745,1223.8384,0.5286
452,7042752.663,59869.8006,7090.0908,7700.7124,167.1172,72.8982,18.4261,0,-67.9297,-124.8514,-0.0745,1223.7192,0.5288
452.5,7039258.491,59865.1946,7089.2206,7703.2709,167.0293,72.8801,18.4258,0,-67.9113,-124.9538,-0.0744,1223.5995,0.529
453,7035764.666,59860.5929,7088.3501,7705.825,166.9416,72.862,18.4257,0,-67.899,-125.0559,-0.0744,1223.4793,0.5292
453.5,7032271.189,59855.9955,7087.4793,7708.3748,166.8541,72.8439,18.4254,0,-67.8807,-125.1579,-0.0743,1223.3585,0.5294
454,7028778.06,59851.4025,7086.6082,7710.9203,166.7667,72.8257,18.4252,0,-67.8685,-125.2596,-0.0742,1223.2372,0.5296
454.5,7025285.278,59846.8137,7085.7368,7713.4615,166.6796,72.8075,18.4249,0,-67.85,-125.3611,-0.0742,1223.1153,0.5297
455,7021792.845,59842.2293,7084.8651,7715.9985,166.5928,72.7892,18.4248,0,-67.8377,-125.4624,-0.0741,1222.9929,0.5299
455.5,7018300.761,59837.6491,7083.9931,7718.5313,166.5061,72.7709,18.4245,0,-67.8192,-125.5636,-0.0741,1222.87,0.5301
456,7014809.025,59833.0731,7083.1208,7721.0598,166.4196,72.7525,18.4243,0,-67.807,-125.6645,-0.074,1222.7465,0.5303
456.5,7011317.639,59828.5014,7082.2483,7723.5841,166.3333,72.7341,18.424,0,-67.7884,-125.7652,-0.0739,1222.6225,0.5305
457,7007826.602,59823.9338,7081.3754,7726.1042,166.2473,72.7157,18.4239,0,-67.776,-125.8658,-0.0739,1222.4979,0.5306
457.5,7004335.914,59819.3705,7080.5022,7728.6201,166.1614,72.6972,18.4236,0,-67.7575,-125.9661,-0.0738,1222.3728,0.5308
458,7000845.577,59814.8113,7079.6288,7731.1319,166.0758,72.6787,18.4234,0,-67.7452,-126.0662,-0.0738,1222.2472,0.531
458.5,6997355.59,59810.2563,7078.755,7733.6394,165.9904,72.6601,18.4232,0,-67.7265,-126.1661,-0.0737,1222.121,0.5312
459,6993865.953,59805.7054,7077.881,7736.1429,165.9051,72.6415,18.423,0,-67.7141,-126.2659,-0.0736,1221.9944,0.5314
459.5,6990376.667,59801.1587,7077.0066,7738.6422,165.8201,72.6228,18.4227,0,-67.6955,-126.3654,-0.0736,1221.8672,0.5316
460,6986887.731,59796.616,7076.132,7741.1373,165.7353,72.6041,18.4225,0,-67.6832,-126.4647,-0.0735,1221.7394,0.5317
460.5,6983399.148,59792.0775,7075.2571,7743.6283,165.6507,72.5854,18.4223,0,-67.6644,-126.5638,-0.0735,1221.6112,0.5319
461,6979910.915,59787.543,7074.3819,7746.1153,165.5663,72.5666,18.4221,0,-67.652,-126.6628,-0.0734,1221.4824,0.5321
461.5,6976423.035,59783.0125,7073.5064,7748.5981,165.4821,72.5478,18.4218,0,-67.6333,-126.7615,-0.0734,1221.3531,0.5323
462,6972935.506,59778.4862,7072.6306,7751.0769,165.3981,72.529,18.4216,0,-67.6209,-126.86,-0.0733,1221.2233,0.5325
462.5,6969448.33,59773.9638,7071.7545,7753.5516,165.3144,72.5101,18.4214,0,-67.6021,-126.9583,-0.0732,1221.093,0.5326
463,6965961.507,59769.4454,7070.8781,7756.0223,165.2308,72.4911,18.4212,0,-67.5895,-127.0565,-0.0732,1220.9621,0.5328
463.5,6962475.036,59764.9311,7070.0015,7758.4889,165.1474,72.4721,18.4209,0,-67.5708,-127.1544,-0.0731,1220.8308,0.533
464,6958988.919,59760.4207,7069.1245,7760.9514,165.0643,72.4531,18.4208,0,-67.5584,-127.2521,-0.0731,1220.6989,0.5332
464.5,6955503.155,59755.9143,7068.2473,7763.41,164.9813,72.434,18.4205,0,-67.5395,-127.3497,-0.073,1220.5665,0.5333
465,6952017.745,59751.4119,7067.3698,7765.8645,164.8986,72.4149,18.4203,0,-67.5269,-127.447,-0.073,1220.4337,0.5335
465.5,6948532.689,59746.9133,7066.492,7768.3151,164.816,72.3958,18.4201,0,-67.5081,-127.5442,-0.0729,1220.3003,0.5337
466,6945047.987,59742.4187,7065.6139,7770.7616,164.7337,72.3766,18.4199,0,-67.4956,-127.6411,-0.0729,1220.1664,0.5339
466.5,6941563.639,59737.928,7064.7355,7773.2042,164.6516,72.3574,18.4196,0,-67.4766,-127.7379,-0.0728,1220.032,0.5341
467,6938079.647,59733.4412,7063.8569,7775.6428,164.5696,72.3381,18.4195,0,-67.464,-127.8344,-0.0728,1219.897,0.5342
467.5,6934596.009,59728.9583,7062.9779,7778.0775,164.4879,72.3188,18.4192,0,-67.4452,-127.9308,-0.0727,1219.7616,0.5344
468,6931112.727,59724.4793,7062.0987,7780.5082,164.4064,72.2995,18.419,0,-67.4326,-128.0269,-0.0726,1219.6257,0.5346
468.5,6927629.801,59720.0041,7061.2192,7782.9349,164.3251,72.2801,18.4188,0,-67.4136,-128.1229,-0.0726,1219.4893,0.5348
469,6924147.23,59715.5327,7060.3394,7785.3578,164.2439,72.2607,18.4186,0,-67.4009,-128.2187,-0.0725,1219.3524,0.5349
469.5,6920665.015,59711.0652,7059.4593,7787.7767,164.163,72.2412,18.4184,0,-67.382,-128.3143,-0.0725,1219.215,0.5351
470,6917183.157,59706.6014,7058.5789,7790.1917,164.0823,72.2217,18.4182,0,-67.3694,-128.4096,-0.0724,1219.0771,0.5353
470.5,6913701.656,59702.1415,7057.6983,7792.6029,164.0018,72.2022,18.4179,0,-67.3503,-128.5048,-0.0724,1218.9387,0.5355
471,6910220.512,59697.6853,7056.8173,7795.0101,163.9215,72.1826,18.4178,0,-67.3376,-128.5998,-0.0723,1218.7998,0.5356
471.5,6906739.725,59693.233,7055.9361,7797.4135,163.8414,72.163,18.4175,0,-67.3186,-128.6946,-0.0723,1218.6605,0.5358
472,6903259.295,59688.7843,7055.0546,7799.813,163.7615,72.1434,18.4173,0,-67.306,-128.7892,-0.0722,1218.5206,0.536
472.5,6899779.224,59684.3394,7054.1728,7802.2086,163.6818,72.1237,18.4171,0,-67.2868,-128.8836,-0.0722,1218.3803,0.5362
473,6896299.51,59679.8983,7053.2908,7804.6004,163.6023,72.104,18.4169,0,-67.2741,-128.9779,-0.0721,1218.2394,0.5363
473.5,6892820.155,59675.4609,7052.4085,7806.9883,163.523,72.0842,18.4167,0,-67.2551,-129.0719,-0.0721,1218.0981,0.5365
474,6889341.158,59671.0272,7051.5258,7809.3725,163.4438,72.0644,18.4165,0,-67.2423,-129.1657,-0.072,1217.9563,0.5367
474.5,6885862.521,59666.5971,7050.6429,7811.7528,163.3649,72.0446,18.4162,0,-67.2232,-129.2594,-0.072,1217.814,0.5369
475,6882384.242,59662.1708,7049.7598,7814.1293,163.2862,72.0247,18.4161,0,-67.2104,-129.3528,-0.0719,1217.6712,0.537
475.5,6878906.323,59657.7481,7048.8763,7816.5019,163.2077,72.0048,18.4158,0,-67.1913,-129.4461,-0.0719,1217.528,0.5372
476,6875428.764,59653.3291,7047.9926,7818.8708,163.1294,71.9848,18.4156,0,-67.1785,-129.5392,-0.0718,1217.3842,0.5374
476.5,6871951.565,59648.9137,7047.1086,7821.2359,163.0513,71.9648,18.4154,0,-67.1593,-129.632,-0.0718,1217.24,0.5375
477,6868474.726,59644.502,7046.2243,7823.5973,162.9734,71.9448,18.4152,0,-67.1465,-129.7247,-0.0717,1217.0954,0.5377
477.5,6864998.247,59640.0939,7045.3397,7825.9548,162.8957,71.9248,18.415,0,-67.1274,-129.8172,-0.0717,1216.9502,0.5379
478,6861522.13,59635.6894,7044.4549,7828.3086,162.8182,71.9047,18.4148,0,-67.1146,-129.9095,-0.0716,1216.8046,0.5381
478.5,6858046.374,59631.2885,7043.5698,7830.6587,162.7408,71.8845,18.4146,0,-67.0953,-130.0016,-0.0716,1216.6585,0.5382
479,6854570.979,59626.8911,7042.6844,7833.005,162.6637,71.8644,18.4144,0,-67.0825,-130.0936,-0.0715,1216.5119,0.5384
479.5,6851095.945,59622.4974,7041.7987,7835.3476,162.5868,71.8442,18.4142,0,-67.0633,-130.1853,-0.0715,1216.3648,0.5386
480,6847621.274,59618.1072,7040.9128,7837.6864,162.51,71.8239,18.414,0,-67.0504,-130.2769,-0.0714,1216.2173,0.5387
480.5,6844146.965,59613.7206,7040.0266,7840.0216,162.4335,71.8036,18.4137,0,-67.0311,-130.3682,-0.0714,1216.0693,0.5389
481,6840673.019,59609.3375,7039.1401,7842.353,162.3572,71.7833,18.4136,0,-67.0182,-130.4594,-0.0713,1215.9209,0.5391
481.5,6837199.435,59604.9579,7038.2534,7844.6807,162.281,71.763,18.4133,0,-66.999,-130.5504,-0.0713,1215.772,0.5393
482,6833726.214,59600.5819,7037.3663,7847.0048,162.2051,71.7426,18.4132,0,-66.9861,-130.6412,-0.0712,1215.6226,0.5394
482.5,6830253.357,59596.2094,7036.479,7849.3251,162.1293,71.7222,18.4129,0,-66.9667,-130.7318,-0.0712,1215.4728,0.5396
483,6826780.863,59591.8403,7035.5914,7851.6418,162.0538,71.7017,18.4128,0,-66.9538,-130.8222,-0.0711,1215.3224,0.5398
483.5,6823308.734,59587.4748,7034.7036,7853.9548,161.9784,71.6813,18.4125,0,-66.9345,-130.9124,-0.0711,1215.1717,0.5399
484,6819836.968,59583.1127,7033.8155,7856.2641,161.9032,71.6607,18.4124,0,-66.9216,-131.0025,-0.071,1215.0205,0.5401
484.5,6816365.567,59578.7541,7032.9271,7858.5698,161.8282,71.6402,18.4121,0,-66.9022,-131.0924,-0.071,1214.8688,0.5403
485,6812894.531,59574.399,7032.0384,7860.8718,161.7534,71.6196,18.4119,0,-66.8893,-131.182,-0.0709,1214.7166,0.5404
485.5,6809423.86,59570.0473,7031.1495,7863.1702,161.6788,71.599,18.4117,0,-66.8699,-131.2715,-0.0709,1214.564,0.5406
486,6805953.554,59565.699,7030.2603,7865.465,161.6044,71.5783,18.4115,0,-66.8569,-131.3609,-0.0708,1214.411,0.5408
486.5,6802483.613,59561.3542,7029.3708,7867.7561,161.5302,71.5576,18.4113,0,-66.8375,-131.45,-0.0708,1214.2575,0.5409
487,6799014.039,59557.0128,7028.4811,7870.0436,161.4562,71.5369,18.4111,0,-66.8245,-131.5389,-0.0708,1214.1035,0.5411
487.5,6795544.831,59552.6747,7027.5911,7872.3275,161.3824,71.5161,18.4109,0,-66.8051,-131.6277,-0.0707,1213.9491,0.5413
488,6792075.989,59548.3401,7026.7008,7874.6078,161.3087,71.4954,18.4107,0,-66.7921,-131.7163,-0.0707,1213.7942,0.5414
488.5,6788607.514,59544.0089,7025.8102,7876.8845,161.2353,71.4745,18.4105,0,-66.7726,-131.8047,-0.0706,1213.6389,0.5416
489,6785139.406,59539.681,7024.9194,7879.1577,161.162,71.4537,18.4103,0,-66.7597,-131.8929,-0.0706,1213.4832,0.5418
489.5,6781671.665,59535.3565,7024.0283,7881.4272,161.0889,71.4328,18.4101,0,-66.7402,-131.9809,-0.0705,1213.327,0.5419
490,6778204.292,59531.0353,7023.137,7883.6932,161.0161,71.4119,18.4099,0,-66.7272,-132.0687,-0.0705,1213.1703,0.5421
490.5,6774737.286,59526.7175,7022.2454,7885.9556,160.9434,71.3909,18.4097,0,-66.7076,-132.1564,-0.0704,1213.0132,0.5423
491,6771270.649,59522.403,7021.3535,7888.2144,160.8709,71.3699,18.4096,0,-66.6946,-132.2439,-0.0704,1212.8557,0.5424
491.5,6767804.38,59518.0919,7020.4613,7890.4697,160.7986,71.3489,18.4093,0,-66.6751,-132.3312,-0.0703,1212.6977,0.5426
492,6764338.48,59513.784,7019.5689,7892.7214,160.7264,71.3278,18.4092,0,-66.6621,-132.4183,-0.0703,1212.5393,0.5428
492.5,6760872.949,59509.4795,7018.6763,7894.9696,160.6545,71.3067,18.4089,0,-66.6425,-132.5052,-0.0702,1212.3804,0.5429
493,6757407.787,59505.1783,7017.7833,7897.2143,160.5827,71.2856,18.4088,0,-66.6295,-132.592,-0.0702,1212.2211,0.5431
493.5,6753942.995,59500.8803,7016.8901,7899.4555,160.5112,71.2645,18.4085,0,-66.6099,-132.6786,-0.0702,1212.0613,0.5433
494,6750478.572,59496.5856,7015.9966,7901.6931,160.4398,71.2433,18.4084,0,-66.5968,-132.765,-0.0701,1211.9011,0.5434
494.5,6747014.52,59492.2942,7015.1029,7903.9272,160.3686,71.2221,18.4081,0,-66.5772,-132.8512,-0.0701,1211.7405,0.5436
495,6743550.838,59488.0061,7014.2089,7906.1578,160.2976,71.2008,18.408,0,-66.5642,-132.9373,-0.07,1211.5795,0.5438
495.5,6740087.527,59483.7212,7013.3146,7908.3849,160.2268,71.1795,18.4078,0,-66.5445,-133.0231,-0.07,1211.418,0.5439
496,6736624.587,59479.4395,7012.4201,7910.6085,160.1561,71.1582,18.4076,0,-66.5314,-133.1088,-0.0699,1211.256,0.5441
496.5,6733162.018,59475.1611,7011.5253,7912.8286,160.0857,71.1369,18.4074,0,-66.5118,-133.1943,-0.0699,1211.0937,0.5443
497,6729699.82,59470.8859,7010.6303,7915.0453,160.0154,71.1155,18.4072,0,-66.4987,-133.2797,-0.0699,1210.9309,0.5444
497.5,6726237.995,59466.6139,7009.735,7917.2584,159.9453,71.0941,18.407,0,-66.479,-133.3648,-0.0698,1210.7677,0.5446
498,6722776.542,59462.3452,7008.8394,7919.4681,159.8754,71.0727,18.4068,0,-66.4659,-133.4498,-0.0698,1210.604,0.5447
498.5,6719315.461,59458.0796,7007.9436,7921.6743,159.8057,71.0512,18.4066,0,-66.4462,-133.5346,-0.0697,1210.4399,0.5449
499,6715854.752,59453.8172,7007.0475,7923.8771,159.7362,71.0297,18.4065,0,-66.4331,-133.6192,-0.0697,1210.2754,0.5451
499.5,6712394.417,59449.558,7006.1512,7926.0765,159.6668,71.0082,18.4062,0,-66.4134,-133.7037,-0.0696,1210.1105,0.5452
500,6708934.455,59445.3019,7005.2545,7928.2723,159.5976,70.9866,18.4061,0,-66.4003,-133.788,-0.0696,1209.9451,0.5454
500.5,6705474.867,59441.049,7004.3577,7930.4648,159.5286,70.965,18.4058,0,-66.3806,-133.8721,-0.0695,1209.7793,0.5456
501,6702015.652,59436.7993,7003.4606,7932.6538,159.4598,70.9434,18.4057,0,-66.3674,-133.956,-0.0695,1209.6131,0.5457
501.5,6698556.812,59432.5527,7002.5632,7934.8394,159.3912,70.9218,18.4055,0,-66.3477,-134.0398,-0.0695,1209.4465,0.5459
502,6695098.346,59428.3092,7001.6655,7937.0216,159.3228,70.9001,18.4053,0,-66.3345,-134.1233,-0.0694,1209.2794,0.546
502.5,6691640.255,59424.0689,7000.7676,7939.2003,159.2545,70.8784,18.4051,0,-66.3147,-134.2068,-0.0694,1209.112,0.5462
503,6688182.538,59419.8317,6999.8695,7941.3757,159.1864,70.8566,18.4049,0,-66.3016,-134.29,-0.0693,1208.9441,0.5464
503.5,6684725.197,59415.5976,6998.9711,7943.5477,159.1185,70.8349,18.4047,0,-66.2818,-134.3731,-0.0693,1208.7758,0.5465
504,6681268.232,59411.3666,6998.0724,7945.7162,159.0508,70.8131,18.4046,0,-66.2686,-134.456,-0.0693,1208.607,0.5467
504.5,6677811.643,59407.1387,6997.1735,7947.8814,158.9832,70.7913,18.4043,0,-66.2488,-134.5387,-0.0692,1208.4379,0.5468
505,6674355.43,59402.9138,6996.2743,7950.0432,158.9158,70.7694,18.4042,0,-66.2356,-134.6212,-0.0692,1208.2683,0.547
505.5,6670899.593,59398.6921,6995.3748,7952.2016,158.8486,70.7475,18.404,0,-66.2158,-134.7036,-0.0691,1208.0983,0.5472
506,6667444.133,59394.4734,6994.4751,7954.3566,158.7816,70.7256,18.4038,0,-66.2026,-134.7858,-0.0691,1207.9279,0.5473
506.5,6663989.05,59390.2578,6993.5752,7956.5083,158.7148,70.7037,18.4036,0,-66.1827,-134.8679,-0.069,1207.7571,0.5475
507,6660534.344,59386.0453,6992.675,7958.6566,158.6481,70.6817,18.4035,0,-66.1695,-134.9497,-0.069,1207.5859,0.5476
507.5,6657080.016,59381.8357,6991.7745,7960.8016,158.5816,70.6597,18.4032,0,-66.1496,-135.0314,-0.069,1207.4143,0.5478
508,6653626.066,59377.6293,6990.8738,7962.9432,158.5153,70.6377,18.4031,0,-66.1364,-135.113,-0.0689,1207.2422,0.548
508.5,6650172.495,59373.4258,6989.9728,7965.0814,158.4492,70.6156,18.4029,0,-66.1165,-135.1943,-0.0689,1207.0698,0.5481
509,6646719.301,59369.2254,6989.0716,7967.2164,158.3832,70.5935,18.4027,0,-66.1033,-135.2755,-0.0688,1206.8969,0.5483
509.5,6643266.487,59365.028,6988.1702,7969.348,158.3174,70.5714,18.4025,0,-66.0834,-135.3566,-0.0688,1206.7236,0.5484
510,6639814.051,59360.8335,6987.2684,7971.4762,158.2518,70.5493,18.4024,0,-66.0701,-135.4374,-0.0688,1206.55,0.5486
510.5,6636361.996,59356.6421,6986.3665,7973.6012,158.1864,70.5271,18.4022,0,-66.0502,-135.5181,-0.0687,1206.3759,0.5487
511,6632910.319,59352.4537,6985.4642,7975.7228,158.1211,70.5049,18.402,0,-66.037,-135.5986,-0.0687,1206.2014,0.5489
511.5,6629459.023,59348.2683,6984.5618,7977.8411,158.056,70.4827,18.4018,0,-66.017,-135.679,-0.0686,1206.0265,0.5491
512,6626008.107,59344.0858,6983.659,7979.9561,157.9911,70.4604,18.4016,0,-66.0038,-135.7592,-0.0686,1205.8512,0.5492
512.5,6622557.572,59339.9063,6982.756,7982.0679,157.9264,70.4381,18.4014,0,-65.9838,-135.8392,-0.0686,1205.6755,0.5494
513,6619107.417,59335.7298,6981.8528,7984.1763,157.8618,70.4158,18.4013,0,-65.9705,-135.9191,-0.0685,1205.4994,0.5495
513.5,6615657.644,59331.5562,6980.9493,7986.2814,157.7974,70.3935,18.4011,0,-65.9506,-135.9988,-0.0685,1205.3229,0.5497
514,6612208.252,59327.3855,6980.0456,7988.3833,157.7332,70.3711,18.4009,0,-65.9373,-136.0783,-0.0684,1205.146,0.5498
514.5,6608759.242,59323.2178,6979.1416,7990.4818,157.6691,70.3487,18.4007,0,-65.9173,-136.1577,-0.0684,1204.9687,0.55
515,6605310.614,59319.053,6978.2374,7992.5771,157.6052,70.3263,18.4006,0,-65.904,-136.2369,-0.0684,1204.791,0.5502
515.5,6601862.368,59314.8912,6977.3329,7994.6692,157.5415,70.3039,18.4004,0,-65.884,-136.316,-0.0683,1204.6129,0.5503
516,6598414.506,59310.7322,6976.4282,7996.7579,157.4779,70.2814,18.4002,0,-65.8706,-136.3948,-0.0683,1204.4344,0.5505
516.5,6594967.026,59306.5762,6975.5232,7998.8434,157.4146,70.2589,18.4,0,-65.8506,-136.4736,-0.0682,1204.2556,0.5506
517,6591519.929,59302.4231,6974.618,8000.9257,157.3513,70.2364,18.3999,0,-65.8373,-136.5521,-0.0682,1204.0763,0.5508
517.5,6588073.216,59298.2728,6973.7125,8003.0047,157.2883,70.2139,18.3997,0,-65.8173,-136.6305,-0.0682,1203.8966,0.5509
518,6584626.886,59294.1254,6972.8068,8005.0805,157.2254,70.1913,18.3995,0,-65.8039,-136.7088,-0.0681,1203.7165,0.5511
518.5,6581180.941,59289.981,6971.9008,8007.153,157.1627,70.1687,18.3993,0,-65.7839,-136.7868,-0.0681,1203.5361,0.5512
519,6577735.381,59285.8394,6970.9946,8009.2223,157.1002,70.146,18.3992,0,-65.7705,-136.8647,-0.0681,1203.3552,0.5514
519.5,6574290.205,59281.7006,6970.0882,8011.2884,157.0378,70.1234,18.399,0,-65.7505,-136.9425,-0.068,1203.174,0.5515
520,6570845.414,59277.5647,6969.1815,8013.3513,156.9756,70.1007,18.3988,0,-65.7371,-137.0201,-0.068,1202.9924,0.5517
520.5,6567401.008,59273.4317,6968.2745,8015.4109,156.9136,70.078,18.3986,0,-65.717,-137.0975,-0.0679,1202.8103,0.5519
521,6563956.989,59269.3015,6967.3673,8017.4674,156.8517,70.0553,18.3985,0,-65.7036,-137.1748,-0.0679,1202.6279,0.552
521.5,6560513.355,59265.1741,6966.4599,8019.5206,156.79,70.0325,18.3983,0,-65.6836,-137.2519,-0.0679,1202.4451,0.5522
522,6557070.107,59261.0496,6965.5522,8021.5706,156.7284,70.0098,18.3981,0,-65.6702,-137.3289,-0.0678,1202.262,0.5523
522.5,6553627.246,59256.9278,6964.6443,8023.6174,156.6671,69.9869,18.3979,0,-65.6501,-137.4057,-0.0678,1202.0784,0.5525
523,6550184.772,59252.8089,6963.7361,8025.6611,156.6058,69.9641,18.3978,0,-65.6367,-137.4823,-0.0678,1201.8945,0.5526
523.5,6546742.685,59248.6928,6962.8277,8027.7015,156.5448,69.9413,18.3976,0,-65.6165,-137.5588,-0.0677,1201.7101,0.5528
524,6543300.986,59244.5795,6961.9191,8029.7388,156.4839,69.9184,18.3975,0,-65.6031,-137.6351,-0.0677,1201.5254,0.5529
524.5,6539859.674,59240.469,6961.0102,8031.7729,156.4232,69.8955,18.3973,0,-65.583,-137.7113,-0.0676,1201.3403,0.5531
525,6536418.751,59236.3613,6960.101,8033.8038,156.3626,69.8725,18.3971,0,-65.5696,-137.7873,-0.0676,1201.1548,0.5532
525.5,6532978.216,59232.2564,6959.1917,8035.8316,156.3022,69.8496,18.3969,0,-65.5494,-137.8632,-0.0676,1200.969,0.5534
526,6529538.07,59228.1542,6958.282,8037.8562,156.242,69.8266,18.3968,0,-65.536,-137.9389,-0.0675,1200.7827,0.5535
526.5,6526098.312,59224.0548,6957.3722,8039.8776,156.1819,69.8036,18.3966,0,-65.5158,-138.0145,-0.0675,1200.5961,0.5537
527,6522658.944,59219.9581,6956.4621,8041.8959,156.122,69.7806,18.3965,0,-65.5024,-138.0899,-0.0675,1200.4091,0.5538
527.5,6519219.966,59215.8643,6955.5517,8043.911,156.0622,69.7575,18.3963,0,-65.4822,-138.1651,-0.0674,1200.2218,0.554
528,6515781.377,59211.7731,6954.6411,8045.923,156.0026,69.7345,18.3961,0,-65.4687,-138.2402,-0.0674,1200.034,0.5541
528.5,6512343.179,59207.6847,6953.7303,8047.9319,155.9432,69.7114,18.3959,0,-65.4485,-138.3151,-0.0673,1199.8459,0.5543
529,6508905.371,59203.599,6952.8192,8049.9376,155.8839,69.6882,18.3958,0,-65.4351,-138.3899,-0.0673,1199.6574,0.5544
529.5,6505467.955,59199.5161,6951.9079,8051.9402,155.8248,69.6651,18.3956,0,-65.4148,-138.4646,-0.0673,1199.4685,0.5546
530,6502030.929,59195.4358,6950.9964,8053.9397,155.7659,69.6419,18.3955,0,-65.4014,-138.539,-0.0672,1199.2793,0.5547
530.5,6498594.295,59191.3583,6950.0846,8055.9361,155.7071,69.6187,18.3953,0,-65.3812,-138.6134,-0.0672,1199.0897,0.5549
531,6495158.053,59187.2835,6949.1726,8057.9293,155.6484,69.5955,18.3951,0,-65.3677,-138.6875,-0.0672,1198.8997,0.555
531.5,6491722.202,59183.2114,6948.2603,8059.9195,155.5899,69.5723,18.3949,0,-65.3474,-138.7616,-0.0671,1198.7093,0.5552
532,6488286.745,59179.142,6947.3478,8061.9065,155.5316,69.549,18.3948,0,-65.3339,-138.8354,-0.0671,1198.5186,0.5553
532.5,6484851.679,59175.0752,6946.4351,8063.8904,155.4734,69.5257,18.3946,0,-65.3137,-138.9092,-0.0671,1198.3275,0.5555
533,6481417.007,59171.0112,6945.5221,8065.8713,155.4154,69.5024,18.3945,0,-65.3002,-138.9827,-0.067,1198.1361,0.5556
533.5,6477982.729,59166.9498,6944.6089,8067.849,155.3576,69.4791,18.3943,0,-65.2799,-139.0562,-0.067,1197.9442,0.5558
534,6474548.844,59162.8911,6943.6955,8069.8237,155.2999,69.4557,18.3942,0,-65.2664,-139.1295,-0.067,1197.752,0.5559
534.5,6471115.353,59158.835,6942.7818,8071.7952,155.2423,69.4323,18.394,0,-65.2461,-139.2026,-0.0669,1197.5595,0.5561
535,6467682.256,59154.7816,6941.8679,8073.7638,155.1849,69.4089,18.3939,0,-65.2326,-139.2756,-0.0669,1197.3666,0.5562
535.5,6464249.554,59150.7308,6940.9537,8075.7292,155.1277,69.3855,18.3937,0,-65.2123,-139.3484,-0.0669,1197.1733,0.5564
536,6460817.246,59146.6827,6940.0393,8077.6915,155.0706,69.362,18.3935,0,-65.1988,-139.4211,-0.0668,1196.9796,0.5565
536.5,6457385.334,59142.6372,6939.1247,8079.6508,155.0137,69.3386,18.3933,0,-65.1784,-139.4936,-0.0668,1196.7856,0.5567
537,6453953.818,59138.5944,6938.2099,8081.6071,154.9569,69.3151,18.3932,0,-65.1649,-139.566,-0.0667,1196.5912,0.5568
537.5,6450522.697,59134.5542,6937.2948,8083.5603,154.9003,69.2916,18.393,0,-65.1446,-139.6383,-0.0667,1196.3965,0.557
538,6447091.973,59130.5165,6936.3794,8085.5104,154.8438,69.268,18.3929,0,-65.131,-139.7104,-0.0667,1196.2014,0.5571
538.5,6443661.645,59126.4815,6935.4639,8087.4575,154.7875,69.2445,18.3927,0,-65.1107,-139.7823,-0.0666,1196.0059,0.5573
539,6440231.714,59122.4491,6934.5481,8089.4016,154.7314,69.2209,18.3926,0,-65.0971,-139.8541,-0.0666,1195.8101,0.5574
539.5,6436802.18,59118.4193,6933.6321,8091.3426,154.6753,69.1973,18.3924,0,-65.0768,-139.9258,-0.0666,1195.6139,0.5576
540,6433373.044,59114.3921,6932.7158,8093.2806,154.6195,69.1737,18.3923,0,-65.0632,-139.9973,-0.0665,1195.4174,0.5577
540.5,6429944.305,59110.3675,6931.7993,8095.2155,154.5638,69.15,18.3921,0,-65.0428,-140.0687,-0.0665,1195.2205,0.5578
